n_atoms,fcc_bulk,hcp_bulk,five_fold_axis,ico_center,deca_notch,fcc_111,fcc_100,five_fold_surf_edge,fcc_10_edge,fcc_11_edge,deca_notch_vertex,ico_surf_vertex,tetra_edge,trun_oct_vertex,cubo_corner,n_atoms_unk,bulk_atoms,surface_atoms,type
135,0,23,14,1,0,15,0,28,2,1,16,5,1,4,0,25,23,112,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,1,0,1,0,1,0,5,0,2,5,7,1,2,0,110,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,2,7,6,0,2,2,0,4,1,1,12,2,0,7,1,88,9,126,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,1,1,3,0,8,0,1,6,4,0,7,0,103,1,134,3
135,0,2,1,0,0,2,0,7,1,1,11,7,0,3,0,100,2,133,3
135,0,2,1,0,1,3,0,5,1,0,9,6,0,2,0,105,2,133,3
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,26,20,1,0,15,0,42,3,0,2,8,0,0,1,17,26,109,1
135,0,0,0,2,0,0,0,4,1,3,6,9,0,2,0,108,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,2,4,0,2,6,0,14,1,2,9,6,0,0,0,89,2,133,3
135,0,27,18,1,1,16,0,30,2,0,19,6,0,0,0,15,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,24,20,1,0,13,0,41,1,2,3,8,0,2,0,20,24,111,1
135,0,2,0,0,0,0,0,0,0,1,8,5,0,3,0,116,2,133,3
135,1,4,0,1,1,5,0,9,0,1,18,6,0,4,0,85,5,130,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,6,2,2,2,0,3,0,0,13,5,0,2,0,99,1,134,3
135,0,25,21,1,0,14,0,43,2,1,4,9,0,1,0,14,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,0,2,0,0,0,0,6,1,0,9,6,0,2,1,108,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,17,1,0,17,0,25,2,0,25,5,0,0,0,16,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,3,1,0,0,4,0,13,0,2,9,7,0,0,0,96,3,132,3
135,0,1,1,0,0,1,1,5,0,0,9,4,0,1,0,112,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,3,0,0,0,0,4,0,2,2,0,3,7,0,6,0,108,3,132,3
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,1,1,1,0,1,1,0,2,0,3,8,3,0,3,1,110,2,133,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,3,0,0,0,1,0,6,0,0,7,9,0,5,0,104,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,0,1,0,1,0,0,2,0,2,6,7,0,5,0,111,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,1,0,1,0,7,0,2,10,7,1,2,0,103,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,3,2,0,2,2,0,5,0,1,13,2,0,9,0,96,3,132,3
135,1,1,0,0,1,3,0,2,0,4,10,7,1,4,0,101,2,133,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,9,4,0,0,2,5,2,3,5,1,4,7,0,9,0,84,13,122,3
135,0,23,18,1,0,14,0,31,1,3,14,6,0,1,0,23,23,112,1
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,2,0,1,1,3,0,4,1,0,6,10,0,0,0,107,2,133,3
135,0,0,1,1,0,1,0,12,0,0,5,13,0,0,1,101,0,135,3
135,2,1,3,0,1,0,0,3,2,2,10,6,0,3,0,102,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,19,1,1,15,0,34,1,0,14,7,0,1,0,16,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,0,0,2,2,0,4,0,3,7,6,0,3,0,108,0,135,3
135,0,3,1,0,0,3,0,7,0,1,8,3,0,1,0,108,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,1,2,1,0,7,0,0,4,8,0,2,0,109,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,0,0,1,0,0,1,0,1,10,7,0,1,0,114,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,1,2,0,0,1,1,2,3,0,0,11,4,0,5,0,105,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,0,0,0,2,1,3,1,1,7,5,0,4,0,111,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,19,1,1,15,0,34,1,0,14,7,0,1,0,16,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,2,15,6,0,3,11,0,25,0,1,16,5,0,8,1,42,17,118,0
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,14,0,39,3,0,8,8,0,0,0,16,26,109,1
135,0,0,0,1,1,0,0,4,0,0,7,8,0,0,0,114,0,135,3
135,0,0,0,1,1,0,0,0,0,0,5,8,0,5,0,115,0,135,3
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,27,18,1,1,16,0,30,2,0,19,6,0,0,0,15,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,1,0,1,2,0,1,0,6,0,0,9,5,0,2,0,108,1,134,3
135,0,25,21,1,0,14,0,43,1,0,3,9,0,2,0,16,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,17,1,0,15,0,25,2,0,21,5,0,0,1,21,27,108,1
135,0,1,2,1,0,0,0,3,1,0,6,3,0,4,0,114,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,0,2,1,0,0,1,0,1,5,9,0,2,0,114,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,0,1,0,0,0,4,0,1,10,9,0,2,0,108,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,2,0,0,0,0,4,1,1,4,6,0,0,0,117,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,1,0,1,3,0,7,0,3,8,6,0,3,0,103,0,135,3
135,0,2,1,0,0,5,0,15,0,1,10,6,1,3,0,91,2,133,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,25,21,1,0,14,0,43,1,0,3,9,0,2,0,16,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,3,0,0,1,0,7,0,2,11,4,0,0,0,106,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,16,12,1,0,10,0,29,1,0,6,7,1,4,0,48,16,119,3
135,0,24,18,1,1,12,0,28,1,1,15,6,0,0,0,28,24,111,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,3,3,1,0,1,4,0,2,2,0,18,2,0,7,0,92,6,129,3
135,0,0,2,1,0,1,0,11,0,1,8,10,0,0,0,101,0,135,3
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,1,0,1,2,0,4,0,3,15,4,0,3,0,101,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,19,1,1,15,0,34,1,0,14,7,0,1,0,16,26,109,1
135,0,0,0,2,1,1,0,5,0,0,6,10,0,2,0,108,0,135,3
135,0,1,0,1,0,0,0,11,0,1,8,8,0,3,1,101,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,40,2,0,5,8,0,1,0,17,26,109,1
135,33,12,0,0,0,25,1,0,13,4,6,0,0,22,2,17,45,90,2
135,0,1,0,2,1,0,1,6,1,0,5,8,0,4,1,105,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,4,1,0,1,3,1,12,2,3,8,4,0,5,0,91,4,131,3
135,0,26,19,1,1,15,0,34,2,1,14,7,0,0,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,3,0,1,3,0,18,1,0,6,7,0,0,0,96,0,135,3
135,0,15,10,0,0,11,0,32,0,0,10,7,0,0,0,50,15,120,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,0,0,1,1,2,0,6,1,0,9,8,0,0,0,107,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,2,0,1,6,0,9,2,1,10,4,0,4,0,96,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,1,0,1,0,0,8,0,2,9,8,0,2,0,104,0,135,3
135,0,0,0,0,0,3,0,2,0,1,3,8,0,4,0,114,0,135,3
135,0,0,0,0,1,0,0,4,0,3,5,10,0,3,0,109,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,1,1,3,0,0,0,3,3,9,0,2,0,112,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,1,2,0,0,0,1,0,0,8,7,0,0,0,116,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,0,2,0,0,1,2,0,1,7,6,0,0,0,116,0,135,3
135,0,0,3,0,1,1,0,16,0,2,3,11,0,1,0,97,0,135,3
135,0,0,0,0,0,0,1,3,0,0,5,3,0,0,0,123,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,13,30,0,0,5,10,5,4,5,1,12,0,0,18,2,30,43,92,2
135,0,25,19,1,2,14,0,32,1,2,16,7,0,0,0,16,25,110,1
135,0,0,1,0,1,1,0,12,0,3,3,9,0,3,0,102,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,14,10,0,3,9,0,28,0,0,10,8,0,0,0,53,14,121,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,25,21,1,1,15,0,44,2,0,2,9,0,0,0,15,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,2,0,1,0,0,1,0,0,10,8,0,5,0,108,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,0,1,1,0,3,1,2,5,7,1,2,0,111,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,9,5,0,0,8,0,22,1,1,7,5,0,1,0,76,9,126,3
135,0,1,3,0,1,0,0,14,1,0,3,10,0,2,0,100,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,1,0,0,1,0,3,0,0,12,4,0,4,0,110,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,1,0,0,3,0,6,0,0,7,11,0,2,0,105,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,7,10,2,0,0,6,1,4,5,2,9,1,0,8,2,78,17,118,3
135,0,25,21,1,0,14,0,43,1,0,4,9,0,2,0,15,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,0,2,0,0,0,4,0,1,7,9,0,1,0,111,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,3,3,0,0,1,0,3,2,0,8,3,1,4,0,107,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,1,3,1,0,0,3,0,12,3,1,3,3,0,3,0,102,4,131,3
135,0,0,0,1,0,2,0,3,2,1,9,8,1,3,0,105,0,135,3
135,0,0,1,2,0,0,0,3,0,0,3,9,0,2,0,115,0,135,3
135,17,23,4,0,5,25,1,18,9,2,8,2,0,18,0,3,40,95,0
135,0,1,4,0,1,0,0,7,0,1,11,5,1,1,0,103,1,134,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,0,0,0,0,0,0,0,0,13,4,0,2,0,116,0,135,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,7,0,0,3,0,0,4,2,2,14,5,0,2,0,96,7,128,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,2,1,0,1,2,0,12,0,0,7,6,0,3,0,101,2,133,3
135,0,25,20,1,1,14,0,39,1,1,7,8,0,1,0,17,25,110,1
135,0,0,2,1,2,1,1,2,0,1,7,5,0,3,0,110,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,25,21,1,0,14,0,43,1,0,3,9,0,2,0,16,25,110,1
135,0,1,0,1,0,1,0,2,0,2,9,6,0,5,0,108,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,1,1,1,0,1,2,0,5,0,1,6,8,0,2,0,107,2,133,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,1,0,1,3,0,8,0,0,9,8,0,0,0,105,0,135,3
135,0,2,10,0,0,1,0,12,0,1,9,7,0,2,0,91,2,133,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,2,3,0,1,0,0,3,0,1,13,3,0,2,0,107,2,133,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,0,1,0,0,1,0,3,0,4,12,4,0,4,0,106,0,135,3
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,19,1,1,15,0,34,1,0,14,7,0,1,0,16,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,19,1,0,16,0,35,2,0,11,7,0,0,1,17,26,109,1
135,1,16,10,0,0,12,0,34,1,1,9,8,0,1,0,42,17,118,0
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,0,1,1,1,0,0,0,0,0,11,7,0,1,0,113,0,135,3
135,1,2,0,0,1,3,0,1,0,1,11,7,0,6,0,102,3,132,3
135,0,26,20,1,0,15,0,40,2,0,6,8,0,1,0,16,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,1,1,1,0,0,0,0,0,2,7,9,0,3,0,111,1,134,3
135,0,3,9,0,0,1,0,11,1,3,21,4,0,3,2,77,3,132,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,0,26,20,1,0,14,0,39,3,0,6,8,0,0,0,18,26,109,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,1,0,0,0,2,1,0,6,5,0,2,0,117,1,134,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,1,0,0,0,3,0,11,0,3,7,7,0,1,0,102,1,134,3
135,0,24,19,1,0,14,0,32,0,3,17,8,0,1,0,16,24,111,1
135,0,25,21,1,0,14,0,43,1,0,3,9,0,2,0,16,25,110,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
135,0,26,20,1,0,15,0,39,2,0,8,8,0,1,0,15,26,109,1
135,1,4,1,0,1,1,0,1,3,0,6,5,0,4,0,108,5,130,3
135,8,8,0,0,1,8,1,8,8,1,9,2,0,12,0,69,16,119,3
135,8,3,0,0,0,6,0,10,3,1,5,4,0,7,0,88,11,124,3
135,0,0,0,0,0,2,0,7,0,0,4,8,0,2,0,112,0,135,3
135,1,10,5,0,0,8,0,23,0,2,11,6,0,2,0,67,11,124,3
135,0,27,19,1,0,16,0,35,3,0,13,7,0,0,0,14,27,108,1
