n_atoms,fcc_bulk,hcp_bulk,five_fold_axis,ico_center,deca_notch,fcc_111,fcc_100,five_fold_surf_edge,fcc_10_edge,fcc_11_edge,deca_notch_vertex,ico_surf_vertex,tetra_edge,trun_oct_vertex,cubo_corner,n_atoms_unk,bulk_atoms,surface_atoms,type
165,0,33,26,1,0,17,0,41,0,3,7,7,0,2,0,28,33,132,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,23,24,1,0,18,0,43,1,0,3,7,0,0,0,45,23,142,1
165,24,31,5,0,5,19,6,17,16,0,5,2,0,19,0,16,55,110,0
165,0,23,19,1,0,22,0,33,0,0,18,5,0,3,0,41,23,142,1
165,0,33,27,1,0,17,0,46,0,1,2,9,0,4,0,25,33,132,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,26,13,1,0,22,0,45,1,2,9,8,0,0,0,38,26,139,1
165,1,3,0,0,0,1,0,3,0,1,8,10,0,2,0,136,4,161,3
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,33,26,1,2,17,0,38,0,1,12,7,0,5,0,23,33,132,1
165,3,36,22,1,0,19,0,37,4,0,10,7,0,2,2,22,39,126,1
165,0,33,29,1,0,16,0,45,0,1,3,9,0,3,0,25,33,132,1
165,0,33,26,1,0,17,0,41,0,3,7,7,0,2,0,28,33,132,1
165,0,23,18,1,0,22,0,35,1,0,13,5,0,3,0,44,23,142,1
165,1,10,4,0,1,6,2,9,2,1,11,5,0,8,1,104,11,154,3
165,0,33,28,1,0,16,0,40,0,2,7,7,0,2,0,29,33,132,1
165,1,24,13,1,0,18,0,38,1,0,10,9,0,2,0,48,25,140,1
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,0,32,24,1,1,19,0,44,0,1,6,8,0,4,0,25,32,133,1
165,0,0,3,1,0,2,0,2,0,3,12,3,0,7,0,132,0,165,3
165,0,0,2,0,1,0,0,12,0,2,6,7,0,2,0,133,0,165,3
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,0,23,18,1,0,17,0,41,0,0,8,10,0,1,1,45,23,142,1
165,1,21,12,1,1,18,0,43,1,1,0,8,0,1,0,57,22,143,3
165,0,30,18,1,1,20,0,51,1,0,1,10,0,0,1,31,30,135,1
165,0,33,28,1,0,17,0,46,0,3,3,8,0,2,0,24,33,132,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,31,4,0,7,22,8,12,16,2,12,1,0,16,0,9,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,24,31,4,0,5,19,7,12,13,1,10,1,0,20,0,18,55,110,0
165,0,2,1,2,0,3,0,3,3,0,9,5,0,5,0,132,2,163,3
165,0,27,17,1,1,20,0,52,1,0,0,10,0,0,0,36,27,138,1
165,25,30,5,0,8,21,5,17,18,1,7,2,0,17,0,9,55,110,0
165,29,32,0,0,0,27,0,0,15,6,12,0,0,24,0,20,61,104,2
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,1,23,14,1,2,18,0,36,0,1,14,10,0,0,0,45,24,141,1
165,1,1,1,0,0,4,0,16,0,1,10,3,0,5,0,123,2,163,3
165,0,5,0,0,2,2,0,2,1,6,9,4,0,4,0,130,5,160,3
165,25,31,4,0,6,20,6,12,18,0,11,1,0,18,0,13,56,109,0
165,0,1,1,0,0,0,1,3,1,1,13,7,0,5,0,132,1,164,3
165,24,31,5,0,5,19,6,17,16,2,5,2,0,17,0,16,55,110,0
165,24,31,5,0,7,21,6,18,19,2,5,2,0,13,0,12,55,110,0
165,0,23,21,1,0,22,0,39,0,0,12,6,1,4,0,36,23,142,1
165,0,3,0,0,0,2,0,1,0,0,7,8,0,3,0,141,3,162,3
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,0,1,0,0,0,1,3,0,3,7,3,0,9,0,138,0,165,3
165,25,30,5,0,6,22,6,17,18,1,6,2,0,16,0,11,55,110,0
165,0,23,17,1,0,20,1,44,1,0,5,9,0,4,0,40,23,142,1
165,1,3,2,0,2,4,1,5,0,1,12,3,1,0,0,130,4,161,3
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,25,30,5,0,8,21,5,17,18,1,7,2,0,17,0,9,55,110,0
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,0,24,21,1,0,17,0,47,0,2,1,10,0,0,0,42,24,141,1
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,1,9,0,0,2,5,0,3,1,5,11,4,0,9,1,114,10,155,3
165,0,33,28,1,0,17,0,45,0,3,2,8,0,2,0,26,33,132,1
165,0,0,4,0,2,3,0,16,0,4,8,6,2,9,0,111,0,165,3
165,0,23,17,1,0,21,0,43,2,1,7,7,0,2,0,41,23,142,1
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,1,2,0,1,0,5,0,2,2,2,11,7,0,10,1,121,3,162,3
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,1,4,1,0,1,2,1,3,1,1,7,5,0,7,0,131,5,160,3
165,47,12,0,0,0,28,2,2,13,4,8,0,0,24,4,21,59,106,2
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,24,31,5,0,5,22,6,18,18,2,3,2,0,13,0,16,55,110,0
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,1,2,0,0,3,5,0,13,1,2,10,7,0,6,0,115,3,162,3
165,1,26,11,1,0,18,0,31,1,0,16,6,0,2,0,52,27,138,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,33,29,1,0,16,0,45,0,0,2,9,0,4,0,26,33,132,1
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,8,6,0,0,9,0,28,0,2,4,10,0,2,0,96,8,157,3
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,48,11,0,0,0,32,2,1,13,6,7,0,0,28,1,16,59,106,2
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,0,23,18,1,0,21,0,42,1,0,7,6,0,4,0,42,23,142,1
165,0,28,15,1,0,21,0,42,1,0,12,8,0,1,0,36,28,137,1
165,0,23,20,1,0,20,0,43,2,0,5,8,0,1,0,42,23,142,1
165,6,21,8,0,2,7,2,9,5,2,11,3,0,7,5,77,27,138,3
165,0,6,3,0,0,2,0,5,2,2,15,4,0,4,0,122,6,159,3
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,24,31,5,0,4,20,8,17,15,2,5,2,0,15,1,16,55,110,0
165,24,31,5,0,6,21,8,17,15,2,6,2,0,15,0,13,55,110,0
165,4,34,23,1,0,18,0,38,4,0,7,9,0,4,2,21,38,127,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,30,5,0,8,21,5,17,18,1,7,2,0,17,0,9,55,110,0
165,0,26,16,1,0,21,0,46,0,0,7,9,0,1,0,38,26,139,1
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,0,0,2,1,0,1,0,2,0,2,11,8,1,1,0,136,0,165,3
165,25,29,5,0,10,23,3,16,16,3,9,2,0,17,0,7,54,111,0
165,0,23,18,1,0,19,0,40,0,0,8,6,0,4,1,45,23,142,1
165,24,31,5,0,6,19,6,17,16,0,7,2,0,19,0,13,55,110,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,1,0,1,0,0,2,1,9,0,1,3,6,0,3,0,138,1,164,3
165,0,11,8,0,0,10,0,22,0,0,9,7,0,2,0,96,11,154,3
165,0,3,1,0,1,5,0,12,0,1,8,8,0,2,0,124,3,162,3
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,25,30,5,0,8,21,5,17,18,1,7,2,0,17,0,9,55,110,0
165,24,31,5,0,7,21,6,18,18,2,5,2,0,15,0,11,55,110,0
165,24,30,5,0,6,19,7,16,13,2,7,2,0,19,0,15,54,111,0
165,1,33,26,1,0,18,0,46,0,3,0,9,0,3,1,24,34,131,1
165,0,22,16,1,0,18,0,41,0,0,5,9,0,1,0,52,22,143,1
165,0,28,25,1,1,17,0,45,0,2,4,8,0,1,0,33,28,137,1
165,0,23,21,1,0,19,0,38,0,0,12,6,0,1,0,44,23,142,1
165,1,3,1,0,2,4,0,4,0,1,18,4,0,8,0,119,4,161,3
165,25,30,5,0,8,21,5,17,18,1,7,2,0,17,0,9,55,110,0
165,25,30,5,0,7,21,8,16,15,2,9,2,0,16,1,8,55,110,0
165,0,23,15,1,1,21,0,35,0,1,16,5,1,4,0,42,23,142,1
165,0,0,0,1,3,1,0,6,0,6,10,4,1,8,0,125,0,165,3
165,24,31,4,0,5,19,7,12,13,1,10,1,0,20,0,18,55,110,0
165,24,30,5,0,6,19,7,16,13,3,8,2,0,20,0,12,54,111,0
165,0,23,17,1,0,21,0,44,1,0,8,8,0,2,0,40,23,142,1
165,9,7,1,0,1,9,5,8,7,3,7,4,0,6,0,98,16,149,3
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,25,31,4,0,7,20,6,12,18,1,10,1,0,17,0,13,56,109,0
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,0,23,17,2,1,17,0,36,0,0,12,10,0,1,0,46,23,142,0
165,0,1,0,1,0,0,0,0,0,1,6,8,0,3,0,145,1,164,3
165,0,24,19,1,0,16,0,47,1,1,0,9,0,0,0,47,24,141,1
165,0,25,18,1,0,20,0,42,0,0,9,9,0,3,0,38,25,140,1
165,0,22,14,1,0,18,1,31,2,0,17,5,0,4,0,50,22,143,1
165,24,30,5,0,4,17,10,15,11,2,8,2,0,18,1,18,54,111,0
165,24,31,5,0,5,19,6,17,15,1,5,2,0,18,0,17,55,110,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,0,3,1,1,1,0,14,0,2,7,8,0,0,0,128,0,165,3
165,0,1,0,0,3,2,0,2,0,1,13,8,0,3,0,132,1,164,3
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,0,0,0,1,1,3,1,7,0,0,6,4,0,3,0,139,0,165,3
165,0,1,2,0,0,0,0,3,0,2,9,6,0,4,0,138,1,164,3
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,25,31,4,0,7,20,6,12,18,1,10,1,0,17,0,13,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,5,4,0,0,1,3,0,4,1,1,7,7,0,5,0,127,9,156,3
165,0,2,0,0,1,5,0,8,1,4,13,4,0,4,0,123,2,163,3
165,0,27,17,1,0,16,0,42,1,2,4,7,0,2,0,46,27,138,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,4,11,4,0,3,4,0,2,3,3,13,2,0,2,2,112,15,150,3
165,2,2,0,0,2,2,0,1,1,2,10,2,1,7,0,133,4,161,3
165,0,24,18,1,0,19,0,46,0,0,3,10,0,1,0,43,24,141,1
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,25,31,4,0,7,22,8,12,16,2,12,1,0,16,0,9,56,109,0
165,35,19,0,0,1,18,3,1,15,3,10,1,0,21,2,36,54,111,2
165,2,2,0,0,1,2,0,1,1,0,9,3,0,3,0,141,4,161,3
165,0,28,15,1,0,21,0,42,1,0,12,8,0,1,0,36,28,137,1
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,0,33,28,1,0,17,0,45,0,3,2,8,0,2,0,26,33,132,1
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,30,31,0,0,0,29,3,6,15,6,6,0,0,18,0,21,61,104,2
165,0,32,27,1,0,16,0,46,1,0,4,9,0,2,1,26,32,133,1
165,0,22,16,1,0,18,1,33,2,0,10,8,0,3,0,51,22,143,1
165,25,31,4,0,6,23,6,13,19,2,9,1,0,14,0,12,56,109,0
165,3,7,4,0,1,0,2,3,1,0,7,5,0,4,0,128,10,155,3
165,0,10,5,1,0,5,0,16,0,2,8,10,0,2,0,106,10,155,3
165,25,29,5,0,7,19,7,15,13,2,10,2,0,20,1,10,54,111,0
165,24,31,5,0,5,21,8,17,15,3,5,2,0,16,0,13,55,110,0
165,1,12,1,0,1,6,0,5,2,2,8,3,1,8,0,115,13,152,3
165,24,31,5,0,6,18,6,17,16,0,6,2,0,17,1,16,55,110,0
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,33,27,1,0,16,0,39,0,2,9,7,0,2,0,29,33,132,1
165,24,31,4,0,5,20,6,12,16,1,11,1,0,17,0,17,55,110,0
165,0,26,15,1,0,20,0,45,1,1,7,8,0,2,0,39,26,139,1
165,25,32,3,0,5,22,8,8,18,2,14,0,0,14,0,14,57,108,0
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,0,1,0,0,0,2,1,6,0,1,14,7,0,2,0,131,1,164,3
165,2,22,11,0,0,16,1,35,0,0,6,9,0,1,0,62,24,141,3
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,0,23,20,1,0,20,0,39,1,0,11,6,0,1,0,43,23,142,1
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,25,31,4,0,7,20,6,12,18,1,10,1,0,17,0,13,56,109,0
165,2,24,11,1,2,18,0,34,1,2,19,6,0,3,0,42,26,139,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,25,18,1,0,20,1,48,0,0,1,9,0,3,0,39,25,140,1
165,0,33,27,1,0,16,0,34,0,2,12,6,0,2,0,32,33,132,1
165,0,3,3,2,1,4,0,18,0,1,10,8,0,1,0,114,3,162,3
165,0,6,1,0,0,5,0,12,1,2,6,5,0,5,0,122,6,159,3
165,0,1,2,0,0,1,0,11,2,2,12,10,0,2,0,122,1,164,3
165,1,1,0,1,1,2,0,2,0,2,6,8,0,5,0,136,2,163,3
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,0,2,1,0,0,3,0,3,0,5,9,4,0,2,0,136,2,163,3
165,24,30,5,0,6,19,6,16,16,2,8,2,0,16,1,14,54,111,0
165,0,0,5,0,1,4,0,15,2,2,10,6,0,2,0,118,0,165,3
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,0,1,1,3,0,1,0,5,0,0,12,5,2,3,0,132,1,164,3
165,0,33,27,1,0,16,0,41,0,4,6,6,0,0,0,31,33,132,1
165,0,0,1,2,1,2,0,7,0,1,11,7,1,1,0,131,0,165,3
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,0,33,28,1,0,16,0,39,0,1,8,8,0,3,0,28,33,132,1
165,24,31,5,0,5,21,8,17,15,3,5,2,0,16,0,13,55,110,0
165,24,31,5,0,5,21,8,17,15,3,5,2,0,16,0,13,55,110,0
165,24,30,5,0,6,18,7,16,12,1,8,2,0,20,1,15,54,111,0
165,0,2,2,2,0,0,0,2,1,3,12,8,0,2,0,131,2,163,3
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,24,31,5,0,6,20,6,17,17,0,7,2,0,17,0,13,55,110,0
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,0,0,3,2,1,0,1,1,0,3,14,6,0,3,0,131,0,165,3
165,0,0,1,1,1,2,0,9,0,1,4,8,0,1,0,137,0,165,3
165,1,4,6,1,0,6,0,14,3,1,15,7,0,2,0,105,5,160,3
165,24,32,5,0,5,22,9,18,16,4,4,2,0,12,0,12,56,109,0
165,0,23,18,1,0,17,0,33,0,0,15,5,0,2,0,51,23,142,1
165,11,5,0,0,1,6,2,2,7,0,9,8,1,12,1,100,16,149,3
165,0,33,28,1,0,16,0,40,0,3,8,7,0,1,0,28,33,132,1
165,3,36,22,1,0,19,0,37,4,0,10,7,0,2,2,22,39,126,1
165,1,7,7,0,0,4,0,16,1,0,9,7,0,6,0,107,8,157,3
165,24,31,4,0,5,19,7,12,13,1,10,1,0,20,0,18,55,110,0
165,24,31,5,0,7,19,6,17,15,1,8,2,0,18,0,12,55,110,0
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,24,31,4,0,6,19,7,12,13,1,12,1,0,20,0,15,55,110,0
165,24,31,5,0,5,18,6,17,17,1,7,2,0,14,1,17,55,110,0
165,30,31,0,0,0,29,3,6,15,6,6,0,0,18,0,21,61,104,2
165,1,25,14,1,0,18,1,39,1,2,11,8,0,4,0,40,26,139,1
165,23,31,4,0,4,18,8,12,12,2,10,1,0,19,0,21,54,111,0
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,0,0,0,0,0,0,0,4,1,0,10,6,0,6,0,138,0,165,3
165,0,23,14,1,0,22,0,41,2,0,5,6,0,4,0,47,23,142,1
165,0,33,27,1,0,17,0,46,0,1,2,9,0,4,0,25,33,132,1
165,26,29,4,0,7,19,7,10,15,1,16,1,0,18,2,10,55,110,0
165,24,30,5,0,6,18,6,16,16,1,7,2,0,17,1,16,54,111,0
165,25,29,4,0,10,24,3,11,14,5,13,1,0,16,0,10,54,111,0
165,25,29,5,0,7,19,7,15,13,2,10,2,0,20,1,10,54,111,0
165,0,2,0,0,0,0,0,7,0,0,8,9,0,3,0,136,2,163,3
165,0,33,28,1,0,16,0,46,0,2,1,8,0,2,0,28,33,132,1
165,6,2,0,0,0,4,1,4,5,2,8,8,0,7,0,118,8,157,3
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,4,22,10,0,1,19,0,35,0,1,9,7,0,5,0,52,26,139,0
165,1,23,14,1,0,20,0,47,0,0,0,9,0,0,0,50,24,141,1
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,25,31,4,0,7,22,8,12,16,2,12,1,0,16,0,9,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,25,29,4,0,9,25,3,11,12,6,12,1,0,19,0,9,54,111,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,31,3,0,6,19,7,7,16,1,17,0,0,17,1,15,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,5,4,0,0,4,0,8,0,2,7,6,0,3,0,126,5,160,3
165,24,31,5,0,6,21,8,17,14,2,6,2,0,17,0,12,55,110,0
165,0,1,5,0,0,0,0,2,0,1,11,10,0,1,0,134,1,164,3
165,1,3,3,1,1,5,0,16,1,3,8,10,0,2,0,111,4,161,3
165,0,23,14,1,0,17,0,37,0,0,13,9,0,2,0,49,23,142,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,33,28,1,0,16,0,40,0,3,8,7,0,1,0,28,33,132,1
165,0,23,15,1,0,22,0,38,0,0,16,8,0,0,0,42,23,142,1
165,0,0,1,0,1,1,0,9,0,1,8,6,0,2,0,136,0,165,3
165,43,15,0,0,3,37,3,6,14,8,5,0,0,22,0,9,58,107,2
165,0,0,1,1,0,0,0,4,0,0,8,8,0,1,0,142,0,165,3
165,0,33,27,1,0,16,0,36,0,2,10,6,0,2,0,32,33,132,1
165,0,17,11,1,0,16,0,30,1,1,10,5,0,0,0,73,17,148,3
165,0,3,1,1,0,0,0,6,0,0,8,8,1,4,0,133,3,162,3
165,0,1,0,1,1,0,0,2,0,2,12,4,0,5,0,137,1,164,3
165,25,31,4,0,6,20,6,12,18,0,11,1,0,18,0,13,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,3,17,10,1,1,19,0,40,0,0,5,9,0,4,0,56,20,145,3
165,0,23,19,1,0,22,0,33,0,0,18,5,0,3,0,41,23,142,1
165,25,30,4,0,7,20,7,11,14,2,13,1,0,20,0,11,55,110,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,3,3,1,1,1,0,9,1,0,6,8,0,2,0,130,3,162,3
165,26,30,3,0,6,19,7,6,17,1,17,0,0,16,2,15,56,109,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,1,33,24,1,0,16,0,39,0,0,5,10,0,4,3,29,34,131,1
165,0,1,1,1,1,0,0,4,0,0,6,9,0,2,0,140,1,164,3
165,0,0,1,0,0,4,1,8,1,4,4,3,1,5,0,133,0,165,3
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,29,32,0,0,0,27,0,0,15,6,12,0,0,24,0,20,61,104,2
165,0,33,28,1,0,16,0,45,0,1,2,8,0,3,0,28,33,132,1
165,2,26,12,0,0,17,0,42,3,0,1,7,0,2,0,53,28,137,0
165,2,2,1,0,1,3,0,8,0,3,8,8,0,1,0,128,4,161,3
165,0,20,14,1,1,16,0,44,0,0,5,9,0,2,0,53,20,145,1
165,24,31,5,0,5,19,6,17,16,2,5,2,0,17,0,16,55,110,0
165,0,30,17,1,1,20,0,48,1,0,4,9,0,1,0,33,30,135,1
165,25,30,5,0,8,22,6,17,18,2,7,2,0,16,0,7,55,110,0
165,0,0,0,1,1,0,0,1,0,2,12,7,2,3,0,136,0,165,3
165,24,31,5,0,7,19,6,17,15,1,8,2,0,18,0,12,55,110,0
165,1,1,0,0,2,2,2,6,1,3,11,7,0,1,0,128,2,163,3
165,24,31,4,0,5,20,7,13,16,1,10,1,0,16,0,17,55,110,0
165,24,31,5,0,6,19,6,17,15,1,6,2,0,18,0,15,55,110,0
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,21,31,5,0,3,16,11,17,16,3,4,4,0,8,1,25,52,113,0
165,0,21,15,1,0,15,0,38,0,0,6,10,0,0,0,59,21,144,3
165,0,24,19,1,0,19,0,43,0,0,9,8,0,1,0,41,24,141,1
165,0,23,15,1,0,18,0,50,0,0,2,13,0,0,0,43,23,142,1
165,0,23,18,1,0,22,0,48,1,0,0,7,0,5,0,40,23,142,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,0,29,23,1,0,18,0,46,0,0,5,8,0,4,0,31,29,136,1
165,0,33,24,1,1,17,0,39,0,0,11,8,0,2,2,27,33,132,1
165,25,31,4,0,8,22,6,13,20,2,11,1,0,14,0,8,56,109,0
165,0,23,15,1,1,22,0,36,0,0,15,8,0,3,0,41,23,142,1
165,0,33,29,1,0,16,0,45,0,1,3,9,0,3,0,25,33,132,1
165,0,0,2,0,2,2,1,9,0,2,9,9,0,1,0,128,0,165,3
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,0,1,2,0,2,2,0,3,0,2,15,4,0,2,0,132,1,164,3
165,26,29,3,0,10,26,3,6,14,6,18,0,0,18,0,6,55,110,0
165,25,29,4,0,9,25,3,11,13,6,12,1,0,17,0,10,54,111,0
165,1,21,13,1,1,16,0,36,1,2,9,9,0,0,0,55,22,143,1
165,0,33,27,1,0,16,0,45,0,3,2,8,0,1,0,29,33,132,1
165,0,23,14,1,3,20,1,42,1,2,9,8,0,1,1,39,23,142,1
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,0,2,0,0,1,4,0,4,1,3,9,3,0,7,0,131,2,163,3
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,0,1,1,1,0,5,0,10,0,2,12,6,0,1,0,126,1,164,3
165,25,31,4,0,7,22,8,12,16,2,12,1,0,16,0,9,56,109,0
165,1,0,0,0,3,3,0,1,1,0,10,6,0,4,0,136,1,164,3
165,25,30,5,0,6,20,6,17,17,1,6,2,0,17,1,12,55,110,0
165,39,22,0,0,0,31,1,0,17,6,10,0,0,24,0,15,61,104,2
165,0,25,21,1,0,17,0,47,0,0,2,9,0,1,0,42,25,140,1
165,23,30,5,0,3,18,9,16,9,3,7,2,0,21,0,19,53,112,0
165,25,30,5,0,7,22,8,16,14,2,8,2,0,18,0,8,55,110,0
165,1,2,0,0,1,5,0,3,2,2,17,4,0,3,0,125,3,162,3
165,24,31,5,0,6,19,6,17,15,1,6,2,0,18,0,15,55,110,0
165,49,12,0,0,0,35,3,0,21,6,6,0,0,24,0,9,61,104,2
165,0,33,28,1,0,17,0,46,0,5,1,7,0,0,0,27,33,132,1
165,2,16,7,0,1,13,0,25,1,0,9,5,0,3,0,83,18,147,3
165,0,23,18,1,0,20,0,44,0,0,6,7,0,2,0,44,23,142,1
165,24,31,4,0,6,19,7,12,14,1,11,1,0,18,0,17,55,110,0
165,0,0,0,1,0,1,0,3,0,2,10,11,0,0,0,137,0,165,3
165,25,31,4,0,7,20,6,12,17,1,12,1,0,17,0,12,56,109,0
165,25,29,4,0,11,22,2,11,15,2,14,1,0,19,0,10,54,111,0
165,25,30,5,0,7,20,6,16,16,2,8,2,0,18,0,10,55,110,0
165,0,1,3,1,0,0,0,4,0,0,3,5,1,5,0,142,1,164,3
165,1,31,26,1,0,16,0,41,1,2,9,7,0,1,1,28,32,133,1
165,25,31,4,0,8,22,6,13,20,2,11,1,0,14,0,8,56,109,0
165,2,36,23,1,0,18,0,44,4,0,5,7,0,4,0,21,38,127,1
165,0,27,19,1,0,15,0,36,1,0,6,8,0,1,0,51,27,138,1
165,25,31,3,0,6,19,7,7,15,0,18,0,0,18,1,15,56,109,0
165,24,31,4,0,6,19,7,12,14,1,12,1,0,18,0,16,55,110,0
165,1,26,15,1,0,20,0,40,1,0,10,7,0,1,0,43,27,138,1
165,1,0,0,0,1,3,0,5,2,2,9,8,0,3,0,131,1,164,3
165,25,29,4,0,9,25,3,11,13,6,12,1,0,17,0,10,54,111,0
165,0,4,5,0,0,3,1,13,0,3,8,7,0,3,0,118,4,161,3
